"B_Total_Grappling_Reversals_Landed","R_Total_Grappling_Reversals_Landed","B_Total_Grappling_Standups_Landed","R_Total_Grappling_Standups_Landed","B_Total_Grappling_Submissions_Attempts","R_Total_Grappling_Submissions_Attempts","B_Total_Grappling_Takedowns_Attempts","R_Total_Grappling_Takedowns_Attempts","B_Total_Grappling_Takedowns_Landed","R_Total_Grappling_Takedowns_Landed","B_Total_Strikes_Body Significant Strikes_Attempts","R_Total_Strikes_Body Significant Strikes_Attempts","B_Total_Strikes_Body Significant Strikes_Landed","R_Total_Strikes_Body Significant Strikes_Landed","B_Total_Strikes_Body Total Strikes_Attempts","R_Total_Strikes_Body Total Strikes_Attempts","B_Total_Strikes_Body Total Strikes_Landed","R_Total_Strikes_Body Total Strikes_Landed","B_Total_Strikes_Clinch Total Strikes_Attempts","R_Total_Strikes_Clinch Total Strikes_Attempts","B_Total_Strikes_Clinch Total Strikes_Landed","R_Total_Strikes_Clinch Total Strikes_Landed","B_Total_Strikes_Distance Strikes_Attempts","R_Total_Strikes_Distance Strikes_Attempts","B_Total_Strikes_Distance Strikes_Landed","R_Total_Strikes_Distance Strikes_Landed","B_Total_Strikes_Ground Total Strikes_Attempts","R_Total_Strikes_Ground Total Strikes_Attempts","B_Total_Strikes_Ground Total Strikes_Landed","R_Total_Strikes_Ground Total Strikes_Landed","B_Total_Strikes_Head Total Strikes_Attempts","R_Total_Strikes_Head Total Strikes_Attempts","B_Total_Strikes_Head Total Strikes_Landed","R_Total_Strikes_Head Total Strikes_Landed","B_Total_Strikes_Kicks_Attempts","R_Total_Strikes_Kicks_Attempts","B_Total_Strikes_Kicks_Landed","R_Total_Strikes_Kicks_Landed","B_Total_Strikes_Knock Down_Landed","R_Total_Strikes_Knock Down_Landed","B_Total_Strikes_Legs Total Strikes_Attempts","R_Total_Strikes_Legs Total Strikes_Attempts","B_Total_Strikes_Legs Total Strikes_Landed","R_Total_Strikes_Legs Total Strikes_Landed","B_Total_Strikes_Punches_Attempts","R_Total_Strikes_Punches_Attempts","B_Total_Strikes_Punches_Landed","R_Total_Strikes_Punches_Landed","B_Total_Strikes_Total Strikes_Attempts","R_Total_Strikes_Total Strikes_Attempts","B_Total_Strikes_Total Strikes_Landed","R_Total_Strikes_Total Strikes_Landed","B_Total_TIP_Back Control Time","R_Total_TIP_Back Control Time","B_Total_TIP_Clinch Time","R_Total_TIP_Clinch Time","B_Total_TIP_Control Time","R_Total_TIP_Control Time","B_Total_TIP_Distance Time","R_Total_TIP_Distance Time","B_Total_TIP_Ground Control Time","R_Total_TIP_Ground Control Time","B_Total_TIP_Ground Time","R_Total_TIP_Ground Time","B_Total_TIP_Guard Control Time","R_Total_TIP_Guard Control Time","B_Total_TIP_Half Guard Control Time","R_Total_TIP_Half Guard Control Time","B_Total_TIP_Misc. Ground Control Time","R_Total_TIP_Misc. Ground Control Time","B_Total_TIP_Mount Control Time","R_Total_TIP_Mount Control Time","B_Total_TIP_Neutral Time","R_Total_TIP_Neutral Time","B_Total_TIP_Side Control Time","R_Total_TIP_Side Control Time","B_Total_TIP_Standing Time","R_Total_TIP_Standing Time","BPrev","RPrev","BStreak","RStreak","B_Age","R_Age","B_Height","R_Height","B_ID","R_ID","B_Weight","R_Weight","B_Location","R_Location","Max_round","winner"
"0","0","1","1","0","0","6","7","2","2","23","27","15","18","34","39","26","29","31","36","24","27","151","167","56","62","48","54","39","44","179","195","78","85","12","14","8","10","0","0","16","20","13","16","62","63","31","31","231","258","120","134","22","29","212","251","291","338","824","884","209","231","401","438","53","60","37","43","19","18","61","61","849","926","14","18","972","1129","0","0","0","0","25","30","175","165","2166","2142","56","56","Kapolei, HI USA","Long Island, NY USA","3","blue"
"0","0","0","8","0","0","9","2","3","1","24","20","15","9","31","60","22","49","22","22","15","20","152","74","70","34","0","180","0","163","100","165","25","130","0","0","0","0","0","0","43","51","38","38","0","0","0","0","174","276","85","217","0","0","185","212","178","324","705","457","11","320","11","1026","0","51","0","164","0","0","11","91","723","487","0","14","890","669","1","3","1","2","33","38","182","185","1989","2245","84","84","Vitoria, Espirito Santo Brazil","Rio de Janeiro Brazil","3","red"
"0","0","0","0","0","0","0","0","0","0","0","13","0","11","0","14","0","12","0","50","0","36","0","58","0","19","0","0","0","0","0","90","0","41","0","0","0","0","0","0","0","4","0","2","0","0","0","0","0","108","0","55","0","0","0","223","0","171","0","465","0","0","0","13","0","0","0","0","0","0","0","0","0","478","0","0","0","688","0","1","0","0","36","33","195","187","2799","2736","120","120","Copenhagen Denmark","Nuremberg Germany","3","draw"
"0","0","0","0","0","0","3","5","1","2","13","18","8","12","20","26","14","20","18","24","14","18","78","115","29","43","28","40","23","32","95","138","42","62","6","10","4","7","0","0","9","13","8","11","28","48","14","24","126","180","67","95","10","22","127","180","175","258","414","611","126","186","247","324","38","50","22","36","9","16","34","47","436","637","9","12","542","788","0","0","0","0","35","31","177","172","2028","1976","70","70","Miami, FL USA","Detroit, Michigan USA","3","red"
"0","0","1","0","0","0","32","0","4","0","34","0","26","0","82","0","71","0","90","0","78","0","182","0","82","0","91","0","73","0","200","0","91","0","0","0","0","0","0","0","81","0","71","0","0","0","0","0","363","0","233","0","0","0","795","0","796","0","1479","0","293","0","421","0","239","0","0","0","0","0","54","0","1543","0","0","0","2274","0","3","0","2","0","37","25","185","190","2085","2076","93","93","Rio de Janeiro Brazil","Donetsk Ukraine","3","red"
"0","1","0","2","0","3","0","3","0","2","0","10","0","7","0","12","0","9","0","6","0","6","0","159","0","57","0","55","0","44","0","206","0","96","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","220","0","107","0","0","0","45","0","215","0","569","0","211","0","515","0","80","0","49","0","0","0","44","0","603","0","38","0","614","0","2","0","1","29","25","162","160","2870","2792","52","52","Sacramento, California United States","Bath, Michigan United States","3","blue"
"0","0","0","0","0","1","4","4","4","4","12","7","10","7","19","11","17","11","2","34","2","27","72","57","37","21","28","43","23","40","72","114","34","70","15","31","13","23","0","0","11","0","11","0","91","115","36","86","102","134","62","88","0","29","11","218","239","188","610","437","239","188","280","188","108","36","39","18","92","30","0","21","621","489","0","54","621","655","1","1","1","1","27","41","182","182","1867","870","77","77","Lethbridge, Alberta Canada","Las Vegas, Nevada USA","3","blue"
"0","0","3","8","3","0","1","9","1","5","19","178","9","110","31","209","21","140","29","124","26","103","200","747","66","278","90","60","81","46","259","615","131","195","0","11","0","9","1","2","29","107","21","92","0","65","0","40","319","931","173","427","54","0","273","977","335","436","1106","4848","287","174","974","737","12","73","50","0","0","1","152","99","1150","4920","19","1","1379","5825","4","9","0","0","27","32","177","172","2502","875","70","70","Fife Scotland","Sunderland England","3","blue"
"0","0","3","7","3","1","1","12","0","5","64","89","41","70","69","131","46","112","21","91","19","67","409","540","137","184","6","169","3","131","336","601","87","209","38","4","25","4","2","1","31","48","26","44","136","39","70","15","436","800","159","382","0","16","248","825","88","1039","1567","2849","27","662","136","1895","0","547","0","25","27","0","0","67","1586","3123","0","7","1815","3674","5","7","1","5","29","38","177","175","1481","1997","70","70","Makaha, Hawaii USA","Brasilia, Distrito Federal Brazil","3","red"
"0","0","0","1","0","0","0","8","0","3","0","21","0","15","0","42","0","33","0","70","0","46","0","104","0","38","0","11","0","6","0","135","0","49","0","12","0","11","0","0","0","0","0","0","0","182","0","80","0","185","0","90","0","0","0","349","0","373","0","364","0","166","0","187","0","46","0","74","0","28","0","0","0","444","0","18","0","713","0","1","0","1","22","25","170","160","2320","2079","61","52","Marituba, Para Brazil","Niteroi, Rio de Janeiro Brazil","5","red"
"0","1","0","0","0","0","0","4","0","1","0","21","0","16","0","29","0","24","0","53","0","49","0","60","0","31","0","46","0","46","0","102","0","76","0","6","0","4","0","2","0","28","0","26","0","43","0","23","0","159","0","126","0","0","0","478","0","292","0","690","0","55","0","638","0","0","0","3","0","0","0","43","0","705","0","9","0","1168","0","3","0","1","28","28","185","190","2775","2302","84","84","Oslo Norway","Doncaster, Yorkshire England","3","blue"
"0","1","0","9","4","1","9","34","2","10","44","64","28","34","45","103","29","73","14","60","10","39","130","565","47","153","64","133","43","102","148","557","60","157","0","24","0","17","1","0","15","82","11","49","0","157","0","81","208","758","100","294","138","0","283","445","322","1030","937","3236","242","714","1041","1309","12","268","11","272","0","41","43","42","976","3341","38","91","1220","3681","3","7","1","0","24","38","172","167","2359","1170","61","61","Chone, Manabi Ecuador","East London England","3","blue"
"0","0","0","0","0","0","0","6","0","1","0","4","0","2","0","14","0","12","0","23","0","12","0","145","0","25","0","96","0","82","0","249","0","106","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","264","0","119","0","0","0","164","0","246","0","930","0","231","0","710","0","221","0","0","0","0","0","10","0","967","0","0","0","1094","0","2","0","1","28","26","165","165","2823","2298","56","56","Manila Philippines","Beijing China","3","blue"
"0","0","0","1","0","0","0","0","0","0","0","2","0","2","0","3","0","3","0","3","0","2","0","8","0","5","0","0","0","0","0","7","0","3","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","11","0","7","0","0","0","6","0","2","0","71","0","2","0","11","0","0","0","0","0","0","0","2","0","71","0","0","0","77","0","1","0","0","25","35","175","177","2484","461","70","70","Tychy Poland","Albuquerque, New Mexico USA","3","red"
"0","0","0","0","0","4","0","6","0","4","0","11","0","9","0","13","0","11","0","2","0","2","0","99","0","28","0","29","0","22","0","114","0","40","0","21","0","12","0","0","0","3","0","1","0","110","0","40","0","130","0","52","0","39","0","79","0","385","0","629","0","337","0","348","0","81","0","122","0","32","0","8","0","655","0","55","0","708","0","2","0","1","30","26","177","172","2738","2355","61","61","Brookline, New Hampshire United States","San Diego, California USA","3","red"
"0","0","3","4","3","10","23","18","15","14","49","17","38","14","60","63","49","60","26","13","23","8","211","30","101","9","104","179","84","140","254","148","137","87","52","15","34","13","0","0","27","11","22","10","168","27","131","11","341","222","208","157","10","217","350","268","1116","1979","1266","286","942","1886","1431","2157","400","349","219","619","254","174","17","398","1415","346","42","129","1616","554","4","4","1","3","24","23","170","162","2126","2217","61","56","Spartanburg, South Carolina USA","Albuquerque, New Mexico United States","3","blue"
"0","0","1","1","0","0","6","7","2","2","23","27","15","18","34","39","26","29","31","36","24","27","151","167","56","62","48","54","39","44","179","195","78","85","12","14","8","10","0","0","16","20","13","16","62","63","31","31","231","258","120","134","22","29","212","251","291","338","824","884","209","231","401","438","53","60","37","43","19","18","61","61","849","926","14","18","972","1129","0","0","0","0","29","29","172","182","2854","2841","70","70","Glendale, Arizona United States","Somersworth, New Hampshire United States","3","blue"
"0","0","0","8","0","0","0","7","0","4","2","27","0","19","2","37","0","29","0","10","0","8","5","82","0","36","0","134","0","104","1","182","0","115","0","0","0","0","0","2","2","1","0","0","5","0","0","0","5","226","0","148","166","62","0","289","167","334","22","486","167","326","334","1042","0","39","0","77","0","0","1","148","22","550","0","0","22","775","1","3","1","3","36","36","167","175","2304","1706","61","61","Scottsdale, Arizona USA","Soure, Para Brazil","3","blue"
"0","0","0","4","0","0","4","4","0","1","3","54","2","33","3","66","2","45","2","84","2","77","8","230","6","82","0","39","0","29","6","214","5","87","0","70","0","42","0","4","1","73","1","56","0","62","0","9","10","353","8","188","0","0","92","530","72","159","65","1748","0","71","5","219","0","11","0","14","0","1","0","45","65","1798","0","0","157","2278","1","7","0","0","30","33","185","182","2782","2087","84","84","Olneyville, Rhode Island USA","Rio de Janeiro Brazil","3","blue"
"0","0","8","1","0","0","0","7","0","1","19","18","7","13","19","23","7","16","23","27","11","21","139","92","49","27","2","0","2","0","136","89","46","25","35","0","25","0","0","0","0","7","0","7","130","0","45","0","164","119","62","48","0","0","107","204","26","52","595","552","5","6","199","148","0","0","0","0","5","0","0","6","602","587","0","0","702","756","1","1","0","0","29","36","177","180","2053","651","77","77","Dallas, Texas USA","Brasilia Brazil","3","blue"
"0","0","2","0","0","0","1","13","1","3","20","8","10","8","28","8","18","8","23","24","21","22","119","108","44","38","19","76","19","71","91","169","25","94","0","10","0","5","0","1","42","31","41","29","5","83","1","37","161","208","84","131","0","0","156","89","174","16","675","290","77","1","358","98","29","0","0","0","0","1","44","0","681","326","4","0","831","379","2","2","0","0","31","35","172","170","1791","459","65","65","Escondido, California USA","Johnsburg, Illinois USA","3","red"
"0","0","0","0","0","1","0","2","0","2","1","4","1","1","1","4","1","1","0","2","0","2","1","35","1","16","4","9","2","9","4","42","2","26","4","0","4","0","0","0","0","0","0","0","3","0","1","0","5","46","3","27","0","0","0","5","53","36","56","122","53","31","244","45","42","7","0","0","11","0","0","24","56","122","0","0","56","127","1","1","0","1","37","30","172","167","2276","2191","61","61","Oklahoma City, OK USA","Los Angeles, CA USA","3","no contest"
"0","0","0","0","6","0","1","15","1","6","30","26","25","7","32","28","27","9","6","14","5","10","72","168","35","54","56","97","41","76","89","234","42","120","1","54","1","30","2","0","12","17","11","11","10","170","9","82","134","279","81","140","69","21","29","80","407","341","668","1269","388","321","392","324","15","34","41","77","105","162","158","27","678","1319","0","0","697","1349","4","2","4","2","32","32","190","187","1294","1769","84","84","Santa Cruz, California USA","Baldwin, New York United States","5","blue"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","19","0","6","0","21","0","15","0","42","0","22","0","0","0","0","0","1","0","0","0","0","0","37","0","17","0","42","0","22","0","0","0","6","0","13","0","52","0","13","0","13","0","0","0","0","0","13","0","0","0","58","0","0","0","58","0","1","0","1","29","33","190","182","2066","2286","84","84","Tallahassee, Florida USA","Uniondale, New York USA","3","blue"
"0","0","1","0","0","0","0","6","0","2","5","24","3","21","5","31","3","28","6","12","4","8","85","186","28","113","0","53","0","50","85","200","28","123","0","51","0","40","1","0","1","20","1","20","0","222","0","140","91","251","32","171","0","0","1","80","0","303","461","1147","0","261","18","274","0","0","0","111","0","59","0","0","462","1162","0","91","462","1227","1","1","1","1","43","39","177","193","735","308","120","104","Sydney Australia","Los Angeles, California USA","5","red"
"0","0","0","0","0","0","1","2","0","1","6","9","4","6","10","13","7","10","9","12","7","9","39","57","14","21","14","20","11","16","47","69","21","31","3","5","2","3","0","0","4","6","4","5","14","24","7","12","63","90","33","47","5","11","63","90","87","129","207","305","63","93","123","162","19","25","11","18","4","8","17","23","218","318","4","6","271","394","0","0","0","0","32","30","185","190","2623","2608","93","93","Austin, TX United States","Toronto, Ontario Canada","3","red"
"0","0","0","0","0","0","2","4","1","1","10","14","6","9","15","20","11","15","14","18","10","14","59","86","22","32","21","30","17","24","71","103","32","46","5","8","3","5","0","0","7","10","6","8","21","36","10","18","95","135","50","71","8","16","95","135","131","194","310","458","95","139","185","243","29","37","17","27","7","12","26","35","327","478","7","9","406","591","0","0","0","0","34","29","177","182","1463","2587","77","77","Coconut Creek, FL USA","Boca Raton, Florida USA","4","red"
"0","1","5","8","1","5","9","6","3","6","21","37","16","29","29","46","24","38","64","83","53","69","241","147","61","74","8","133","7","112","275","312","90","213","11","0","7","0","1","0","9","5","7","4","114","0","39","0","313","363","121","255","0","0","445","369","127","409","2050","605","59","277","310","1549","22","107","0","0","12","0","25","107","2127","687","0","63","2495","974","5","4","0","0","31","36","175","182","965","432","77","77","Lake Forest, California USA","Denver, Colorado USA","3","blue"
"0","0","1","0","0","2","7","9","0","1","3","0","1","0","6","1","4","1","7","4","5","4","32","23","7","8","4","32","4","32","31","55","10","40","0","0","0","0","0","0","6","3","2","3","0","0","0","0","43","59","16","44","0","0","120","167","19","253","230","230","0","176","171","503","0","0","0","107","0","0","0","54","248","253","0","15","350","397","1","1","0","0","35","33","172","180","460","1871","70","70","Kanagawa Japan","Barcelona Spain","3","red"
"0","1","0","3","0","1","0","7","0","2","3","23","3","13","3","43","3","31","3","54","2","45","11","184","6","58","0","17","0","13","11","159","5","52","0","0","0","0","0","0","0","53","0","33","0","0","0","0","14","255","8","116","0","0","43","258","23","126","109","1171","0","29","11","375","0","0","0","0","0","0","0","16","110","1224","0","13","152","1429","1","2","0","0","32","28","182","182","2365","2754","77","84","Coconut Creek, Florida USA","Denver, Colorado USA","3","blue"
"0","0","0","0","0","0","4","1","1","1","3","14","0","8","25","19","21","13","0","0","0","0","45","55","11","23","62","26","48","18","80","57","36","23","7","0","3","0","0","1","2","5","2","5","103","0","52","0","107","81","59","41","0","0","137","6","226","48","342","545","226","48","421","48","148","0","2","0","76","0","0","48","377","548","0","0","479","551","1","1","0","1","33","32","162","160","2152","1904","56","61","Philadelphia, Pennsylvania USA","Albuquerque, New Mexico USA","3","red"
"0","0","4","1","3","4","25","15","8","3","17","123","10","80","26","128","18","85","69","48","37","35","170","627","58","281","36","55","27","40","221","478","81","158","0","148","0","121","1","4","28","116","23","105","0","191","0","102","275","730","122","356","243","188","630","257","868","488","702","3631","371","434","818","509","0","1","0","113","0","11","128","107","725","3722","0","14","1332","3888","4","8","3","0","29","33","180","185","2469","1076","77","77","Tres Rios, Rio de Janeiro Brazil","Albuquerque, New Mexico United States","5","red"
"0","0","1","2","5","0","1","0","0","0","5","9","4","3","13","44","12","35","7","13","7","7","15","46","6","15","80","113","57","78","79","105","49","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","172","70","100","0","55","91","66","398","404","92","239","352","392","930","490","109","255","8","0","0","0","235","82","100","243","0","0","183","305","1","1","0","0","30","31","187","182","2156","2180","77","77","Doncaster England","Beijing China","3","red"
"0","0","2","1","1","4","10","15","4","4","126","12","76","7","152","12","100","7","81","39","53","31","460","239","158","95","34","3","33","2","397","241","121","95","82","12","45","11","1","0","26","28","23","26","294","52","124","32","575","281","244","128","0","8","201","531","283","681","2050","1088","262","276","363","356","25","22","19","123","80","1","107","49","2109","1150","31","73","2251","1619","4","4","1","1","28","27","182","182","2216","2159","65","70","Farmington, MO USA","Boston, Massachusetts USA","3","red"
